chr1	236815	238815
chr1	520595	522595
chr1	564335	570855
chr1	713115	716195
chr1	729495	731495
chr1	751605	753605
chr1	761915	763915
chr1	784935	786935
chr1	793175	795175
chr1	804275	806275
chr1	839175	843295
chr1	851135	853135
chr1	855615	857615
chr1	858235	861175
chr1	866335	868335
chr1	874815	880815
chr1	885895	887895
chr1	893715	896955
chr1	901395	903395
chr1	910595	912595
chr1	918775	920775
chr1	933375	938375
chr1	939855	941855
chr1	947815	950915
chr1	953955	957635
chr1	967535	969535
chr1	975215	977215
chr1	994035	996035
chr1	998355	1000715
chr1	1003695	1005695
chr1	1014075	1016075
chr1	1050675	1053255
chr1	1056675	1060755
chr1	1067955	1069955
chr1	1091975	1093975
chr1	1120355	1122355
chr1	1135895	1137895
chr1	1142575	1144575
chr1	1165235	1168455
chr1	1199395	1201895
chr1	1205355	1207355
chr1	1208295	1210295
chr1	1216615	1218615
chr1	1224735	1228375
chr1	1239215	1242115
chr1	1242735	1244735
chr1	1252835	1254835
chr1	1259075	1261075
chr1	1279215	1281215
chr1	1283335	1286275
chr1	1286675	1288675
chr1	1289975	1291975
chr1	1292435	1298555
chr1	1301875	1303875
chr1	1305835	1308595
chr1	1309855	1311855
chr1	1332695	1338535
chr1	1341695	1344275
chr1	1364235	1372075
chr1	1375415	1377415
chr1	1396795	1398795
chr1	1406095	1408095
chr1	1439435	1441435
chr1	1446435	1448435
chr1	1474175	1477015
chr1	1485515	1487515
chr1	1489375	1491375
chr1	1499815	1501815
chr1	1508295	1511295
chr1	1534095	1536095
chr1	1545815	1547815
chr1	1548795	1552175
chr1	1559635	1561635
chr1	1564835	1568435
chr1	1589635	1591635
chr1	1593035	1595035
chr1	1616815	1618815
chr1	1622915	1625575
chr1	1654875	1656875
chr1	1658995	1660995
chr1	1671595	1673595
chr1	1676615	1678615
chr1	1694815	1696815
chr1	1708075	1710955
chr1	1710995	1712995
chr1	1713275	1715275
chr1	1719715	1721715
chr1	1772275	1774275
chr1	1777715	1779715
chr1	1789295	1791295
chr1	1814175	1816175
chr1	1820375	1824135
chr1	1825395	1827395
chr1	1827795	1829795
