chr1	9295	11295
chr1	236795	238795
chr1	566595	570895
chr1	713135	715135
chr1	751715	753715
chr1	761895	763895
chr1	779115	781115
chr1	823695	825695
chr1	839135	841835
chr1	855615	857615
chr1	858255	861195
chr1	866395	868395
chr1	870355	872355
chr1	872895	880855
chr1	893715	896915
chr1	901315	903315
chr1	933375	938375
chr1	939775	941775
chr1	947755	950795
chr1	953915	957635
chr1	961495	963495
chr1	967475	969475
chr1	975235	977235
chr1	993995	995995
chr1	997135	1000695
chr1	1003735	1005735
chr1	1007115	1009115
chr1	1014075	1016955
chr1	1050615	1052615
chr1	1056675	1060775
chr1	1067995	1069995
chr1	1091895	1093895
chr1	1135935	1137935
chr1	1141015	1144535
chr1	1152615	1154615
chr1	1165915	1168495
chr1	1175855	1177855
chr1	1199415	1201875
chr1	1208255	1210255
chr1	1224755	1228355
chr1	1233595	1235595
chr1	1239215	1242135
chr1	1242675	1245035
chr1	1252795	1254795
chr1	1259075	1261075
chr1	1282195	1286175
chr1	1286515	1288515
chr1	1291655	1298575
chr1	1306595	1308595
chr1	1309835	1311835
chr1	1333835	1336455
chr1	1336535	1338535
chr1	1341695	1344295
chr1	1364955	1372035
chr1	1375495	1378055
chr1	1406075	1408075
chr1	1439455	1441455
chr1	1446135	1448455
chr1	1473755	1477035
chr1	1485535	1487535
chr1	1487615	1491375
chr1	1501855	1503855
chr1	1508335	1511595
chr1	1531975	1533975
chr1	1549775	1553375
chr1	1564835	1566835
chr1	1589595	1591595
chr1	1611515	1613515
chr1	1616835	1618835
chr1	1622955	1625615
chr1	1654795	1656795
chr1	1671615	1673615
chr1	1676635	1678875
chr1	1706835	1710835
chr1	1710975	1712975
chr1	1713515	1715515
chr1	1719655	1721655
chr1	1724975	1726975
chr1	1757695	1759695
chr1	1764575	1766575
chr1	1789275	1791275
chr1	1792015	1794015
chr1	1819895	1824135
chr1	1836855	1838855
chr1	1839595	1841595
chr1	1849935	1851935
chr1	1890655	1892655
chr1	2004055	2006055
chr1	2018295	2021095
chr1	2039235	2041235
chr1	2062835	2068115
chr1	2070655	2072655
chr1	2104895	2106895
chr1	2120075	2122075
chr1	2125175	2127775
chr1	2129895	2131895
chr1	2135275	2137955
chr1	2138895	2141855
chr1	2142715	2146695
chr1	2158295	2164575
chr1	2164895	2167155
chr1	2171195	2174595
chr1	2176995	2178995
chr1	2186455	2189915
chr1	2201795	2203795
chr1	2205675	2208515
chr1	2209815	2211815
chr1	2221335	2223335
chr1	2226455	2228455
chr1	2231575	2233575
chr1	2242075	2244075
chr1	2244975	2248955
chr1	2252775	2254775
chr1	2261415	2263415
chr1	2312335	2315215
chr1	2322095	2324095
chr1	2335795	2338555
chr1	2343095	2346995
chr1	2372455	2374455
chr1	2374475	2376475
chr1	2376975	2380735
